Country,Review Text,year_posted,month_posted,month_ex,year_ex,review count,rating,rating_binary,Country_grouped
US,I have been shopping on amazon for years. I have spent thousands.  I have also been a big advocate for support brick and mortar stores even if you have to pay a lil more because stores like amazon will easily take consumers for granted. Use you to get there then work against you severely. Here is one such case. This is not the first mind you but years ago when I had a similar case they did help resolve it.So I put this review here because amazon is nortorious for not allowing your reviews against their best sellers or them to see the light of day.  There is zero reason why a place like amazon CANNOT protect your purchases for a extended period of time beyond 30 to 60 days..after 30 days because the items were small I just ignore bad items..take the hit..but on big ones this is bad.I purchased a solar generator for a VERY good price I knew would not come around again if I passed up that deal so I purchased it...it was such a great deal that I was going to purchase two but when I went back it was the last one and discontinued. Ok no biggie.  I didnt need to use it then. But knew in tbe near future I would with what I have been dealing with.So I got it nov. 11 of 2023. I just opened it to set it up last week of june 2024 when to my dismay the thing did not work at all...ony the charging part..no lights..no power receptacles worked nothing. I had video taped the whole unboxing because I was going to start uploading randon things to you tube.So I contacted Amazon...they said they contacted the seller successfully and I should hear from them within 48 hrs. Ok...nothing..two weeks so far nothing..so finally I called back amazon because they said if I didnt hear back and no resolution call them back so I did..ONLY for them to say there is nothing they can do..then I pressed a lil to say look this is a total loss I just opened it..the item was on sale at real low price you wouldnt find else where for a 1100 watt solar generator for 300 bucks...so the rep put me on hold and finally came back and said give VB direct 24 to 48 hrs to respond..so what it seems like if they dont respond I am sol.This is pretty bad I cannot imagine the yearly loss to customers because of Amzon policy. 30 days goes by in a flash especially with how our lives are consumed with various things. Its not unheard of for people to buy something they know they could later because they found it at a price they know just never happens or wont when they will need it.So what..only buy something you plan on using immediately? While nothing I am sure will come of this and this will be a 300.00 loss to me.There is no reason Amazon cannot provide solid purchase protection for people purchasing from their site. It a 30 day return policy stated...but they MAY.. with some persistance provide help up to 60 days.. not listed in their policy but a internal manegerial understanding from how it was conveyed..and that leniency is provided based soley on circumstance.Amazon could easily recover losses through insurance if not from the vendor on items solidly proven to have just been accessed by the buyer..and rightfully yes..only with solid proof like I have.. Add to policy for sellers that they are atleast responible for damaged item up to 190 days. And if the seller have stopped selling on Amazon before that time is up then selectively with solid proof from the buyer the item was just opened months after purchase.  Then insurance claim and favors the buyer.The buyer is what makes all company that provides a platform for sale of items or actually sell items...so this was a massive loss to me because of Amzon policy. ,2024,7,July,2024,3,1,0,US
GB,Packing materials were due today but weren't delivered and I was told by Amazon Customer Service would now be by 1st August 2024. I am moving house on this date so won't physically be here to take receipt of the goods. I was told I would have to wait for the goods and then return them. I can't do this because I won't be here. I explained this but they refused to listen. I requested the order be cancelled and credited. I was told they can't do this (more like won't). Utterly arrogant and useless. I have now cancelled my Amazon Prime account and won't be buying any more goods from them,2024,7,July,2024,22,1,0,GB
US,Jeff I'm getting really tired of buying your cheap ass Chinese products just to fund you blowing holes in my atmosphere. Do us all a favor and take your spaceship to MARS and never come back. Dude ask me again for a review that you will never post. AMAZON CHERRY PICKS REVIEWS.  COMMUNIST GARBAGE!  ,2024,7,July,2024,5,1,0,US
US,BE AWARE WHEN CANCELLING ORDERS. I cancelled an order 6 months ago because it never arrived. Amazon failed to provide a refund and is now refusing to refund because it is past the 30 days. ,2024,7,October,2023,1,1,0,US
CA,Amazon doesn't care about anyone but itself making money. Im boycotting ,2024,7,July,2024,1,1,0,CA
PL,"Amazon, the trillion dollar company, couldn't keep it's hands off from our 50 dollar gift card. There's a note that gift cards doesn't expire, but when I've tried to buy something I've seen that they've withheld the balance. I've tried to talk customer service and they asked tons of unjustified personal information. So I gave up.",2024,7,July,2024,1,1,0,Other
US,I wish they did not use ai for customer care. There is absolutely no reason I should have to wait 48 to 72 hours to report a package stolen after it was delivered and did not follow delivery instructions. I needed my delivery in a timely manner and the Ai couldn’t help me with this ! Now my business has to suffer because there are no humans to speak to! Just a bunch of red tape I’m so sick of Ai please give us an option to turn Rufus off .. I don’t like it and nobody absolutely NOBODY asked for Rufus !! ,2024,7,July,2024,1,1,0,US
GB,Amazon prime membership is of no use,2024,7,July,2024,1,2,0,GB
GB,"Amazon was at one time a brilliant service, now im afraid its gone downhill and getting worse.1 Poor delivery service2 Constant failed deliveries3 Customer services that lie to you4 Constantly having to chase up deliveriesI ordered 4 items recently, due to past delivery issues I opted for locker delivery and that also turned out to be a mistake.One of the items was missing and the traking showed as attempted delivery failed and would be delivered that day.Sadly Item never got redelivered, contacted Amazon who assured me the iten would be deliverd in the next 24 hrs.They offered me a refund on the item and as a gesture of goodwill said when the item arrives the next day I could keep it and have it for free.Cant say I was suprised when the item never turned up anyway.This has happened frequently and the need to chase orders is more common.To be fair the prime subscription is a waste of money as they very rarely deliver as promised and quite often the next day delivery turns ito 2 days or not at all.Overall useless drivers and customer service that tell you lies.",2024,7,July,2024,3,1,0,GB
GB,Review text not found,2024,7,July,2024,2,5,1,GB
NL,"I got an Amazon Prime membership so my orders would be deliverd earlier. The first order I placed with Prime was delayed for 3 days. I contacted the customer support to question this delay. They told me fast delivery only applies to the first order ever made on the account, even though this is not listed on the website. So they falsly advertise the adventages from Prime, because it's not true! DO NOT EVER get a membership Amazon Prime!!!",2024,7,July,2024,6,1,0,NL
US,Last three things I bought from Amazon were counterfeit. A holographic sight. Protein powder and even vitamins were counterfeit ,2024,7,July,2024,10,1,0,US
JM,"I am warning everyone about Amazon and their Amazon Prime membership tomfoolery.  On the 17th of July 2024, I saw ""prime day deals"" on two items. One was a ring doorbell for $99.99 and the other was for a spotlight camera for $109.99. I signed up for a Prime Membership on that same day in order to get the Prime Day deal for these two items. I received an email on the 22nd of July 2024 from them that I needed to update my payment method and one of the items needed to be paid for. I thought that was strange since I had the exact amount of money listed on the 17th of July 2024 on my card. I contacted customer service and they told me to pay full price for the two items temporarily, then when they were delivered I could go back to customer service and receive a refund for the difference. I decided to contact customer service tonight for a refund of the difference but to no avail. Customer service was poor, and they had me going around in circles for 4 hours as I explained to about 6 different people what was happening. Finally, I was told I could return the items for a full refund. This was trickery and fraud on the part of Amazon.",2024,7,July,2024,1,1,0,Other
IN,easy to use for those who doesnt know about tech,2024,7,June,2024,1,4,1,IN
US,"One star because of no choice:1: Lost items in mail for 2 weeks, ordered on July 11th and offered a refund on July 20th it  becomes an Amazon customer initiated refund after Amazon said to refund it and NOW you have to wait on them AFTER THEY said to get refund today. ITS  28th and NO refund.2: Purchased an expensive watch from a bogus store ON Amazon. Returned delivered item 20 minutes after delivery, like the above products mentioned no refund YET only an INDIAN women saying get in line and shut up and wait, like she said we take money in 30 seconds, refunds take 30 days. 3: I am not crazy but between ALL AMAZON REFUNDS and compounded interest Amazon makes about 2.5 million per month in compounded interest by keeping refunds for 30 days at expense of prime membership and people who don’t have e membership and a little more4: Bottom line take pictures of Refund types and dates the Cause for refund will change from them to you and in long term you could be held responsible. ",2024,7,July,2024,3,1,0,US
US,"I'm wondering why I bother to pay for Amazon Prime membership. Most movies on prime video have to be rented/ purchased. The 2 day shipping rarely happens. That changes the day the delivery is due . They promise a quick delivery to get you to buy, then it ends up actually taking 5 or more days. Multiple times I have made a purchase because of the 2 day promise and might nhave fared better by buying from ebay. ",2024,7,July,2024,1,2,0,US
CA,"Beware! SCAMS YOU OUT OF MONEY! Worst shopping experience. Even worse customer service! Offered a courtesy credit for something that was their fault > I placed an order, using partially bank/credit card, partially courtesy credit (& mayb partially gift card/credit > items never delivered > Amazon claims only option is request refund (say replacement & all else not an option) > Amazon only offers partial refund, claiming courtesy credit items non refundable! 😠 but I never wanted to return/refund! So they only offered a courtesy credit cause it was a lie that's why they never bothered shipping the items that I ordered using partially the courtesy credit that's a scam and the supervisor refused to tell me his name all he said was DJ he said that he couldn't tell me his last name or a badge number or his supervisor number or reference number he said he would not provide me with anything else just DJ I have now processed the returns for all of the items I have ordered recently in the last 30 days I'm done with Amazon I'm canceling Amazon Prime and I'm boycotting them I have a big YouTube following and most of my followers have all said they're done with Amazon if I'm done with Amazon they're done with Amazon too so good luck I see plenty of bad reviews Amazon is declining the reviews the ratings have been on a decline for quite a while now Amazon sucks it's no good it's time to find something else. Fraudulent company. Scammers. Thieves. Liars. This is just my most recent TERRIBLE experience with Amazon. Upon checking reviews for the past few months they are almost ALL 1 star reviews. Nobody is happy with Amazon anymore. Walmart, Target, Ebay, Shein, Temu, Wish etc, all better experiences than Amazon lately ",2024,7,July,2024,6,1,0,CA
US,Customer BewareIf you purchase on Amazon do it as a 1 time purchase.DO NOT make a membership and most of all DO NOT log your credit card # on the Amazon site account.If you do have an account remover your credit card # each and every time you purchaseAmazon gets hacked everyday.They take all your information including your credit card#. Then they will close your account so you can't see what happen. HACKERS LOVE AMAZON. Easy pickings for a Hacker.It happen to me and Amazon couldn't reinstate my account back up for me to use. So protect yourself because amazon can't.,2024,7,July,2024,1,2,0,US
GB,"I have never had any problems whatsoever with our local amazon.co.uk. Customer service is almost always great and they're not difficult to deal with for returns and refunds at all. Unfortunately, nothing could be further from the truth for amazon.com where my wife ordered a single book which arrived damaged.At first, everything seemed to be dealt with smoothly. Customer service assured my wife that a replacement book would be sent free of charge and the original item did not need to be returned (sensible, given the costly logistics involved for them with international shipping). The replacement book arrived and was in the condition you would expect a new book to be.Fast forward about 3 weeks... I check my bank balance for no reason in particular and I see a charge from amazon.com. Now, I haven't ordered from Amazon.com ever in my life, but I knew my wife had and asked if she had ordered something again and accidentally selected the wrong card (my card, which is linked as a ""household"" in our account settings).It turns out, no, she had not ordered anything from Amazon.com but, upon contacting their customer service, I was informed that they had charged MY bank account rather than the account used for the original order to claw back money for failing to return an item ---> an item THEY ASSURED US did not need to be returned!Then the circus really began as they forced us into the weirdest game of whack-a-mole I've ever encountered... They couldn't talk to me about taking money out of my account because the order was in my wife's account....And then told her they couldn't talk to her about money coming out of my account because it was not in her name... Then they insisted we call a ""toll free number"" IN THE BLOODY USA (which is never going to be toll free when calling from the UK!!) and finally...after about 3-4 hours of both of us pushing and pushing and telling them there was no way we were getting on the phone because the cost of the phone call would be greater than the refund value, I FINALLY got confirmation that the refund would be issued.Then, I receive an email (sent twice...) stating that the refund would be ""issued in 3-5"", not days not weeks not hours, just ""in 3-5""...But I figure I'll wait and see... And what do you know? 17 days later... No refund! So now, I get to start the circus all over again because it has become a matter of principle at this point. This is no longer about $27 and change. This is about the richest most successful company/man in the world downright stealing from the little guy.",2024,7,July,2024,1,1,0,GB
GB,"I ordered a brand new iPhone 15 via Amazon yesterday. Apparently, they cancelled my order this morning 28.07.24. This morning, about 10am Amazon's customer service assured me that the phone will be redelivered by 10pm today. Of course this never happened... These not intelligent people cancelled my chat with their CS three times today, this evening. Reason? They couldn't answer a simple question, when my phone is going to be delivered.....?  Just to summarise, I don't understand how does this hairless dwarf run this circus.... They're completely useless shitting their pants down if a question is too difficult to answer. Avoid this mass stupidity place. Just go and buy with trusted seller.... Can I rate them 0 stars....???",2024,7,July,2024,1,1,0,GB
GB,"Mr Bezo's, the billionaire, greediness is limitless. Less than six months ago, he raised the minimum purchase for Free Delivery from £20 to £25. A months ago, it was raised again to £35. And, even if your purchase totals £35 he still tries to trick you into paying another £4.99 by setting the site in the way that the £4.99 box is ticked by default,  instead of the Free Delivery box.  You have to be really vigilant with this greedy guy. Make sure, you scroll down to the delivery options and tick the Free Delivery box before hitting the BUY button.",2024,7,July,2024,4,2,0,GB
GB,"There's is one irritating driver that purposely leaves our gate open, there is a sign on the gate 'please close the gate' it then bangs back and forth if there's a wind, we are diabled and have mobility problems that's why we have a metal post box by the front door and a damn sign on the gate! It's takes us a while to get anywhere. ",2024,7,July,2024,36,1,0,GB
NL,I did'nt get my order's???I gave an aprox date,2024,7,May,2024,4,1,0,NL
GB,"We have an ongoing issue at my address where Amazon drivers occasionally can’t be bothered to actually knock on our doors or buzz the flat numbers so because they’re lazy, they just deliver them to a different address and mark them as delivered when they’re not actually delivered. I was in at the time they marked the parcel as delivered, the driver also lied and said that they put it in the letterbox there is no letterbox. I spoke to somebody from customer service named Lawrence who said they cannot refund me until the 30th, I asked Lawrence if they thought it was professional for delivery drivers to fail to actually let the recipient know the parcel is there by knocking or using a doorbell and they kept refusing to answer the question, they didn’t seem to fully understand or grasp basic concept of delivering a parcel correctly. Lawrence then said in his culture people don’t knock on the door which actually has nothing to do with the delivery whatsoever and sounds unprofessional and quite stupid. It was so inappropriate and silly it was like having a conversation with a small child. I think that maybe Lawrence could do with a different job that they better understand. Lawrence also assumed I was white because I have a British accent, they tried to demean me and say that the culture difference is why I didn’t receive my parcel as if my background and roots determine wether I receive good customer service or not! The cheek! Absolutely awful, employ people who aren’t racist, uneducated Americans and then your customer service might improve. ",2024,7,July,2024,4,1,0,GB
US,"I don't know what is happening with Amazon. It used to be that you would get fantastic service and customer support, but lately, everything is a mess. I bought a pair of shoes and got the wrong size, so they sent me a replacement, and I got the wrong size again. I decided to return the item and get the shoes from a different place, and two weeks later, I haven't received my refund!!! I also bought a Fire Stick, and it is defective, so Amazon again offered a replacement, but the replacement never came when I called Amazon again, saying that I even had an email with a tracking number. Now they are saying that it was a mistake from the customer representative, and they can not send me a replacement even when the item is under warranty.  I’m a Prime member and basically I buy everything on Amazon but never again!! ",2024,7,July,2024,6,1,0,US
US,"Amazon customer service has gotten progressively worse this past year. They used to refund my money right away, but now I have to wait a week or 2 and then call and talk to someone in India, who tells me they can’t even help me. I tried to cancel prime, but they don’t prorate your refund. They make you stay with them until the full year goes up. So apparently I’m stuck with them for 8 more months 🤦🏻‍♂️. It’s been really frustrating lately and not worth it!",2024,7,July,2024,3,1,0,US
GB,"Expecting a dilvery today, informed that the driver was 8 stops away, next thing I know the delivery is on hold as additional information is required, total rubbish, driver couldn't be bothered more like, typical Amazon bottom of the rung service as usual! ",2024,7,July,2024,5,1,0,GB
GB,"I know I shouldn’t but I rely on Amazon so much! They’re very reliable and stock absolutely everything! It’s a little tricky getting customer service, but my advice is, ‘read all about the product before you order it!’ ",2024,7,July,2024,21,5,1,GB
US,"Had to cancel an order for my grandson's birthday because delivery:Day 1: Package held by carrier as the delivery address is incomplete. Please contact the carrier to update your address information. This is a lie: not only was the address complete, I provided street by street directions to get there. It is also a lie because they had delivered there before!!Day 2: A carrier delay has occurred. Really?Day 3: Address is outside their service area. Also a lie; see comments from Day 1.I contacted Customer Service each time a problem was noted, asking them to escalate and showing them that I included directions. They were more than accommodating but lied about everything, assuring me up and down and promising the package would be delivered next day. Delivery is unreliable, customer service reps are liars and I am extremely disappointed that I couldn't get the gift to my grandson when I had already, previously been able to send him gifts at the same address.",2024,7,July,2024,1,1,0,US
CA,#ucking awful try to buy something and then they lock me out of my account saying suspicious activity  im #ucking sorry i wanted to buy my grandmother who dosent understand how to use the #ucking internet ear wash for her dog and they kick my account and take my money ,2024,7,July,2024,2,1,0,CA
GB,Sick to the back teeth of this Mickey Mouse company. We live in a block of flats and the drivers just dump out products in the foyer and put delivered to resident or left at door. You can’t leave a negative review on the Amazon app or if you phone they are not bothered.,2024,7,July,2024,16,1,0,GB
GB,"First, driver states ‘handed to resident’ the package was left on the doorstep. Second, there were supposed to be three seperate items from different sellers in the package, there was only one.There’s no option for this on the Amazon pages. Click on ‘chat’ (apparently ‘recommended’ and you get diverted back to the pages already visited. The other option is to have Amazon call you. Which is useless if you are deaf.",2024,7,July,2024,16,1,0,GB
GB,"I paid for next day delivery. I had an email stating the package had been delivered and handed to the resident. It hadn't! I am the resident. There isn't even a confirmation photo of the delivery, if the delivered even took place. Not impressed!",2024,7,July,2024,19,1,0,GB
GB,Worse customer service I've ever had to deal it. Not helpful at all. No one was coming to collect the faulty laptop they sent me for a week. I've been told many lies to go and dropp it of to locations which they don't accept it. They've wasted my time from work and my own time. Will never order anymore high value items from them.,2024,7,July,2024,3,1,0,GB
PK,Amazon is a good products,2024,7,July,2024,1,5,1,Other
US,"I was told twice I would receive a refund and it didn’t happen either time. Also, I’m not allowed to leave reviews and not once have I been told why. Makes ZERO SENSE. ",2024,7,July,2024,13,1,0,US
US,They send me a three inch toy I ordered a 12 inch speed square amazon is a joke I've got way better stuff for less money on temu,2024,7,July,2024,1,1,0,US
US,"Good, fast delivery.",2024,7,July,2024,3,4,1,US
US,I received an expensive LED facial device May 30.  It stopped working July 25.  They will not replace it for me.  MY SHOPPING DAYS ARE DONE WITH AMAZON AND WILL CANCEL MY PRIME VIDEO.,2024,7,July,2024,23,1,0,US
GB,Absolutely disgusting customer services. Why use businesses like Evri who say they have delivered when they haven't?.DISGUSTING AMAZON. Start looking after your customers fgs.,2024,7,July,2024,15,1,0,GB
GB,"I was offered, in writing, an Amazon gift voucher if I wrote a 5 star review for a company that I purchased from. I forwarded it to Amazon via their complaint procedure. I was informed that they were investigating, then nothing. My original review was taken down and I was eventually told by Amazon that I can no longer review the product and that they will not be informing me of their decision regarding my complaint. What a waste of time!!Tempted to accept the voucher in future if offered again!",2024,7,April,2024,14,1,0,GB
GB,"Used to be a great company, but now they have subbed deliveries out to random cheap couriers, they are either late or never arrive.My son has to travel for work next week and old Satnav has ""died"".  Ordered a new one and paid extra for next day delivery.  Due today, been here waiting, when suddenly an email arrived confirming its been delivered and ""handed to resident"" ... what a load of crap!  I went to Amazon website and followed the info on requesting help with a delivery and there is nothing they can do until at least Tuesday ... I PAID for overnight delivery so expect it to be here.  I NEED it by MONDAY, not TUESDAY ... ",2024,7,July,2024,8,1,0,GB
GB,Spent a lot of money with amazon but lately gone really downhill tried to speak with someone but impossible going back to local shopping  shame it's gone down so much,2024,7,July,2024,36,1,0,GB
GB,"it is bad enough that your drivers do not allow time for your customers to get to the front door but what is worse is that having rung the bell and immediately walking off they then leave the parcel in full view of the whole street.  No attempt to move it to the side of the door.  I have a porch so no excuse, even though I was home at the time !! Happens time and again",2024,7,July,2024,4,1,0,GB
US,Amazon is thieves and liars. Don’t order anything and then cancel cause they will do everything they can to ensure that your pending transactions stays in that status as long as possible and then lie over and over about it   They will blame everyone but themselves and patronize you and talk to you like your stupid and don’t know how things work. Cancel an order and they ensure you’re not getting access to YOUR money as long as they can drag it and refuse to help. Make excuses. ,2024,7,July,2024,3,1,0,US
GB,Outraged by Amazon. I have used them so many times and always been so complimentary about their service but this is the first time I’ve bought something that requires a passcode for it to be delivered. I wasn’t able to accept the first attempted delivery. Thereafter they told me it would arrive the next day- I contacted them several time to see when it was coming and cancelled all my plans waiting for this to come. It didn’t turn after being told it would arrive before 10pm. I was then told it should come the next day and they’d try to prioritise it for the morning delivery. I called up again several times and no one could say when it was coming. They refused to send it to another address 5 minutes down the road. They refused to request it comes late that day so I can be in. They couldn’t tell me a time slot. They just expect you to be in between 9am- 10pm waiting for a parcel that may arrive. They said they’d give me £5 compensation (which I think isn’t enough anyway). I never received it. The supervisor couldn’t help at all and hung up the phone during our conversation which is extremely unprofessional. I cannot keep calling them and wasting anymore time for this very expensive parcel to hopefully arrive. I’m just shocked that Amazon are doing nothing to help the matter. It’ll definitely make me think again before purchasing any thing expensive from Amazon again. ,2024,7,July,2024,3,1,0,GB
FR,"I made my first big purchase on Amazon, the delivery guy came on a day that was not planned, so I wasn't home. It was my first time, and he misled me into giving him the security code to put the package in the mailing box (which I never received in the end). I contacted customer service to see if I could get a refund but mainly to warn them about their dishonest delivery guy, I knew I was at fault for giving the code (I even repurchased the item, making sure to be at home to receive the package in hand directly).They told me they don't usually handle this kind of case, but they would make an exception and I could expect a refund, and to contact them in 72h if I still didn't get it. 71h after that, my account got forcefully closed, saying I breached some of their agreements on multiple accounts (I never breached anything that I know of and only ever had one account).I contacted them to right the wrongs, with a copy of the exchange I saved from my exchanges with customer service. They continued to repeat that I had breached their agreement (never giving any more details), and they told me that all my following e-mails wouldn't be answered and that my account""s"" would remain closed. Basically got scammed, blamed, and then punished, for doing what I thought was a good deed, I was not even expecting a refund in the first place. Really terrible first and last experience with this company. Wouldn't recommend.",2024,7,July,2024,1,1,0,Other
US,"Amazon ""Limited"" my account after I updated my credit card information and placed a small order.  They cancelled the order and sent a weird email to ""verify my account""They need a picture of my drivers license, a bank statement, credit card statement and so much more.  All uploaded to a sketchy cloud service!OK Amazon.  I need a customer support phone number and a way verify the identity of the employee and the email I received before sending you my sensitive information.  Your turn.",2024,7,July,2024,2,1,0,US
GB,"I wish I could give no stars. Buying off Amazon is a nightmare. If the package arrives at all, it's usually damaged and in a gigantic box, delivered by someone who is so stressed they're either surly or ready for a breakdown. Some eBay purchases are delivered by Amazon Logistics. They are also a nightmare. Out of five eBay purchases delivered by Amazon Logistics, only one has arrived. To my neighbour. The tracking shows packages reaching my post town, then 'being rejected' - by who? There's no tracking showing it going to my village, so it gets to the hub and they can't be bothered with it because I'm at a remote location. Then there's selling on Amazon. That makes the buying experience like heavenly bliss. Amazon treat their vendors so badly that I'm surprised there are any left. Clearly this is lucrative though, otherwise Mr Bezos wouldn't look so happy. Amazon just sucks. It sucks so much I can't express it strongly enough. ",2024,7,July,2024,5,1,0,GB
US,"TOTALALLY UNCARING COMPANY WITH NO INTEGRITY!  THEY DO WHATEVER THEY WANT, WITH NO  CONEQUENCERS. THEY OFFER AND SELL DISCOUNTS THEY DO NOT HONOR! THREATEN ME WITH WITH REPORTING AND CANCELLING MY ACCOUNT BECAUSE I CALL THEM OUT ON THEIR BULL! WORKING ON CANCELLING THEM! AND SPREADING THEIR BS!!!!I WAS ALSO CONTACED WITH A POST CARD TO LEAVE A 5 STAR REVIEW, IN EXCHANGE FOR CASH!",2024,7,July,2024,4,1,0,US
US,"Amazon promised me a refund for an item that my deceased husband did not need anymore.  Went round and round about this and was promised a refund, but received none.  Now they say they cannot refund the money. But will take the product back. I think not.  I will surely be careful of what I buy from now on.  Be careful.  They have no compassion for their customers.",2024,7,July,2024,1,1,0,US
US,"Bezos (Amazon) partnered with our post office next door that was slated to close and created a nightmare. Our postal carrier was not coming to work and stealing our mail after the change. With Amazon next door they began working at 2am and worked until 10pm and 12am daily. All the beeping of the backup signals on the trucks, sometimes dozen before noonl would drive you nuts  This went on all day and into the night, you couldn't get any sleep. At times with all the mail carts on the pavement it would sound like a train station. For my complaints to the Post Master General things just got worse until Amazon handed over a pair of $800 speakers to the Post Office who left, next door, with my speakers before 8am and delivered them late after 9pm, 13 hours to deliver from next door and with the box full of hammer holes. I knew it was a threat. My creditor returned my money but later gave it back to Amazon without any notice or explanation. It was shortly after that while in my wheelchair I was attacked, assaulted. My nose, right hand and foot were broken. My motorized wheelchair was tipped over andall the while two females employees irked he driver on with every punch. Then they had the gall to have me arrested. ",2024,7,July,2023,4,1,0,US
US,Numerous deliveries have been made to my residence by the same driver. A driver who has been disrespectful calling me out my name. All because I have repeatedly asked for packages to be placed behind the gate on porch instead of on the steps and or pillar to be stolen. I've had packages stolen and installed a gate to keep this from occurring. I've contacted Amazon on numerous occasions being assured he would not deliver here again lies and packages would be placed in the appropriate place lies. I'm sure my few thousand spent a yr is nothing to them. They will say whatever to try to make you feel better about the next order but obviously do not care. I refuse to spend money for things to be stolen and talked to like trash. The whole purpose is to help accommodate those who can't get out and shop. I will support local caring considerate companies in the future. Today is not the only day this has occurred. ,2024,7,July,2024,1,1,0,US
CA,"I am Boycotting Amazon. I will take my business to Walmart.  Here's why, I purchased blink Cameras on Prime day. The original cost was $519.95, due to the Prime discount last week the cost I paid was $190.27. The Products did not get delivered,  they were returned to Amazon marked as ""damaged"", so totally not my fault.  I contacted Amazon to Not refund me, to just resend the items.  But No, they said they had to refund me and I had to place a New order at the original price of $519.95 and then once it's delivered I can call to get the promotional difference refunded.  So I did...I paid $519 for $190 worth of items and called for my refund... and of course...I go through 5 ppl who end with telling me despite the fact that I was told and sent an email stating I would get the promotional price... that I actually would Not be gettingany refund And they're was nothing more they could do for me and would be disconnecting the call...Horrible customer service, especially considering I order probably an avg of $500 a week on amazon.... so I requested ups to pick the items up for return.  And I will take my money to Walmart since they are Amazon's #1 Competitor.  ",2024,7,July,2024,2,1,0,CA
US,"My Amazon account was hacked 13 days ago and 15 calls, two driver's license uploads to prove who I am and still hacked.  Beware of Amazon!  They keep your address and credit cards used on file and do very little when your account is hacked.  Customer service submits tickets to it fraud department which takes 24-48 hours to fix.  The hackers put a two step verification with their phone number.  Amazon does nothing.  They remove the two step but due to their system - they get a text message saying it is removed.  They can order items and use your cards saved.  Amazon tells you - you need to work with your bank not our problem.  If the hackers order items and Amazon cancels them - They can still pick it up.  Amazon is does the bare minimum if  your account it hacked.  If you cannot verify your email address you are really screwed and they will literally do nothing for you.  Even if you talk to a supervisor who is nice - nothing gets escalated and your account is still hacked!",2024,7,July,2024,1,1,0,US
GB,"I'm very worried about security on this site. I've found Amazon very useful for years. Last week, I got an email accusing me of violating 'community rules' and threatening me with removal of privileges if I 'continued'. No other information was provided I had no idea what this meant so concerned my account had been compromised I phoned customer services. They couldn't tell me anything but reported to community help. I also reported as a potential scam but had no response. Community help said they could help only if I provided details but Amazon wouldn't give me details. I asked for the official complaints procedure 4 times but again, no response. I decided to close the account but after removing all stored payment methods, it refused to recognise my email (despite using that email to contact me) which meant I couldn't close the account. I checked all contact and remembered I had told them they had sent me inappropriate question. They sent me a customer question which wanted technical details and should have gone to the seller but noone would tell me if that was considered a 'violation' (cheek). Today, the account recognised my email so I've deleted the account. I've checked banking etc. details and think I'm OK but Amazon were incredibly bad throughout and I will not use them again. I do not make a habit of leaving bad reviews but this incident left me very concerned about privacy and security and I wanted to warn others. ",2024,7,July,2024,16,1,0,GB
GB,"I have just cancelled my Prime membership after over a decade. 3 times in a row the driver haven't delivered my items. I have been rescheduling and rescheduling deliveries and they are not arriving. I'm a disabled person and just been accused by one of the agent to wanting free stuff which is not true, I just want my stuff bc I physically cannot go out and get them often. Went through 5 agents just to be told oh well the tracking system takes time to update..I HAVE ORDERED MY ITEMS TWI DAYS AGO WITH NEXT DAY DELIVERY!! One of the most ableist and neglectful company ever! Used to be good, now it's going downhill and I hope other companies going to take over bc this is absurd for paying Prime and not getting anything. What's the point of paying for it? Absolutely no point!",2024,7,July,2024,23,1,0,GB
US,"The prices have to be watched, especially with subscribe and save. There is a unique selection of items that are sometimes hard to find elsewhere.Customer service is abysmal, just awful. Providing you don't have an issue, all is well, but when you do, good luck because they don't care.",2024,7,July,2024,5,1,0,US
US,"First off, Amazon customer service sucks. The quality products are getting now sucks. Amazon can't doesn't have the intelligence to understand that people put a lock on their credit card and the debit card. So the money doesn't get stolen by anybody else. With a lock on your card and 2 passwords for you to unlock it by your phone. As how anyone and everyone protects your money or else would be stolen. Amazon can't understand that I make a purchase. I unlock the card but then I have to lock it back right after I make the purchase. So somebody else does it steal the money?  So that Amazon doesn't bother to ship in charge till 24 hours later, which means you're saving my information, which allows it to be stolen, to begin with anyway, Amazon is to I call Amazon stupid, stupid, stupid and now that I've tried talking to their customer service, I now add to fourth star. Stuff stupid? I call Amazon, stupid, stupid, stupid stupid and then they try to get me to pay $5 to fix the situation yet, for years, I've talked to customer service in Amazon and for years. I've talked to their supervisors charge the product when I charge it don't wait to charge till I-ship because the lock is back on I go and buy groceries. Take the lock off, make the charge, put the lock.  Back on, I buy anything else online. Take the lock off, buy the product, then turn the lock back on your guys' best answers for me to call the bank and control the lock. The bank people tell me, I control the law they don't control the law because It works everywhere but Amazon so, now I will add the fifth star of amazon's stupid customer service. Here's what meaning of Amazon, stupid stupid stupid stupid stupid, I'd probably buy a $1000 and worth a month of Amazon stuff, if you had the intelligence to understand the card's got a lock on it and you could only charge me when I unlock it, then lock it back on payment to my.  Church payment to my rent payment to groceries. Payment to all my bills payment to the gas payment to the electric. All works. I turn it off. Turn it it back. How come Amazon can't understand that? Philip rockman 6025835017 again. Amazon means 5 star stupid, stupid stupid stupid.",2024,7,July,2024,1,1,0,US
