,Country,Review Title,Review Text,year_posted,month_posted,month_ex,year_ex,review count,rating,rating_group
1390,GB,Disappointed with OPTREX on Amazon Marketplace,"I use Amazon daily which gives you an idea how highly I rate their service. It would have been 5 stars but disappointed in Amazon market place sellers especially OPTREX. I had a delivery yesterday with a smashed bottle and a leaking bottle, both in completely unsuitable wrapping, a soft cardboard box. They are refusing to return my money. Unfortunately Amazon don’t appear to help with problems with Market place sellers although excellent with their normal trading",2024,05,May,2024,1.0,4.0,high
1391,US,I spend most of my day trying to close…,"I spend most of my day trying to close my Amazon account. I tried everything. Phone calls with bots that refuse to give you a human agent. When I finally reach a human, the called is disconnected. Tried chat. Repeated calls, asked for supervisor, and was hung up on. Tonight, I am still unable to delete my account. They, in my opinion will never delete an account. The have a built in refusal to delete. Filled out the 'CLOSE MY ACCOUNT"" over 20 times. You do everything they ask. The absolutely will not send a text or email asking me to confirm. That should be criminal. I do not want them tracking my every move. I will never do business with these miscreants again. I followed there instructions, which they, by design will not confirm my desire to close. Watch your business with these very bad Customers service bots and the uninformed human that just refuses to let me delete. I now,  to get them off  my phone and email, my only choice is to change my email and phone number.  22 times I requested to close. 22 times I never received anything to confirm I want to close my account. Anyone able to close their Amazon account. Please tell me how. ",2024,05,May,2024,5.0,1.0,low
1392,US,F!@%$ Amazon,"I pay for prime but you still want to serve me ads? I am making a strong commitment to anything I see on an advertisement of yours, weather it be another brand, product, or amazon prime video/series, I am now dedicated to avoiding these products and will find alternatives. Any advertisement I see is now a list of brands and products I will not endorse. ",2024,05,May,2024,3.0,1.0,low
1395,GB,Prime is garbage,Right.Three times I’ve cancelled prime. Three times ‘free trial’Failed to deliver on the day (the whole day) twice.Today. Trial 3.You are the next stop.Great!No he’s gone somewhere else!You are the next stop.Nope he’s driven past me and gone somewhere else.You are the next stop.Repeat the above not once but SEVEN TIMES!!I was the next stop. Now it says ‘driver had a few deliveries before he gets to you’Look. Don’t make promises or provide tracking that’s a bunch of bull.It’s no wonder I cancel My trial EVERY SINGLE TIME.Sort it. You make enough money!!!,2024,05,May,2024,1.0,1.0,low
1396,GB,Absolute disgrace of a company,Absolute disgrace of a company. Bought a mattress on Friday before cut off time to be delivered on Sunday said arriving by 10pm all day nothing 10pm came said delayed will be with me by 28th still nothing the tracking number given me does not work. I’m now left without a bed to sleep on as I can’t sleep on slats and also now skint because iv been ripped off by Amazon and the fact I pay for prime also I expect it to be delivered but to not receive what I have paid for at all which is a lot of money to me is disgusting!!!! AMAZON YOU AINT HEARD THE LAST OF THIS ,2024,05,May,2024,3.0,1.0,low
1397,GB,absolute shoddy service,"absolute shoddy service, my parcel was damaged in transit, cancelled & returned. after contacting customer services to say i dont want it cancelled & to re send, all i get is you will have to re order, bearing in mind i dont have the cash to re order as i used gift cards, also the items were on special offer, now back to full price. there is no customer service, you get no help, will be cancelling my account.",2024,05,May,2024,5.0,1.0,low
1398,US,Package not delivered as promised ,I had a delivery that was scheduled to arrive between 8 AM and 11 AM on memorial day. The package was also overnighted by the seller.I received a notification from Amazon that the driver was 10 stops away So I started to pay attention to the stops.Once the driver was three stops away. I stayed in my living room waiting for them to arrive. All of a sudden I receive a message from Amazon stating the package was undeliverable and my ring cam alerted me that someone was outside. I immediately open my door and the driver is pulling off. I waved my hands to stop her but she never stopped. The driver never came to my door. I have a Ring cam and it caught her driving away in her white car. I immediately contacted Amazon through the app they said they would have the package redelivered later on in the day. I also contacted Amazon personally to complain on the driver and let them know what happened. They advised me of the same thing that they would reroute the package to be delivered later on. The package never came. I sat inside all day waiting on this driver. I missed out on a hotel stay that cost me $150 for one night. I’m extremely upset at both the  Amazon driver and Amazon for not having this package delivered on time. I also needed the package before I went out of town and wasted a whole day sitting inside. Amazon customer service advised  me not to leave  and said this they cannot give me a time of delivery. This is not the first time this has happened with my package. ,2024,05,May,2024,7.0,1.0,low
1399,US,Rude company if not down right…,"Rude company if not down right dishonest.have spent thousands there & am treated like crap by them.  They do NOT support the fist ammendment of the US Constitution(FREEDOM OF SPEECH), which is ANTI-AMERICAN! IF you tell the truth in your reviews of their products &/or SERVICES, they remove you from this feedback mechanism,  which means their reviews are WORTHLESS-GARBAGE/CENSORED by  DISHONEST/SATANIC-AMAZON!Will start  looking for there replacement today!",2024,06,May,2024,2.0,1.0,low
1400,GB,Feeling annoyed and frustrated ,"It is impossible to obtain a truthful response from the Amazon customer service team, and there is no avenue to escalate the issue and file an official complaint. I am frustrated with the constant lies I am told whenever an item goes missing or is delivered late. Yesterday, I ordered scattering urns for my parents' ashes, with an expected delivery time between 1.30 and 3.30 pm today.  When I checked the tracking information, it showed the driver parked near my house without any movement for hours. Upon contacting customer service through live chat, I was assured that the items were still out for delivery, despite evidence to the contrary. After speaking with multiple representatives, I was given conflicting information about the delivery attempt. Ultimately, I was informed that the item would still be delivered, but it was already late in the evening and unlikely to arrive today. To my dismay, the delivery date was suddenly changed to the 29th of May. This is not the first time such issues have occurred, and despite promises of refunds for the inconvenience, I have never received them. It seems that Amazon's customer service team protects each other, as there is no effective way to lodge a complaint against them. Unfortunately, it appears that sharing my negative experiences on review platforms like Trustpilot will not result in any action being taken. So I’m probably wasting my time writing this review as nothing will happen as usual ",2024,05,May,2024,3.0,1.0,low
1401,US,The last person i spoke with was very…,"The last person i spoke with was very rude, and was basically telling me that it's my fault that my order was delivered messed up. I ordered the shorts needing them for an event tomorrow, but they were delivered today ripped. So, now not only do i have to go out spend more money to buy more, and even told her i didn't want or need the refund that i still want the shorts only to be told that a replacement was unavailable and that i need to send in the shorts and wait for them to be received processed before i can be refunded, so i simply asked are you kidding me then she wants to get an attitude saying no she isn't kidding and that it can take 30 days or more to get them processed for a refund i still even asked if there was any way possible for me to get my refund into my Ammazon gift card balance so that i could order another pair to which she was again rude as hell saying no i had to not only wait the 30 plus days for the refund to be issued but i have to wait another 10 days for it to go back to my card. So, satisfied sadly after this refund is processed i will no longer bee ordering anything from Amazon again, and i took screen shots of the conversation and how rude this person was and i will be on every platform i can find leaving reviews about this. So, not only did Amazon lose me as a customer today but they also lost everyone of my family members and friends that use Amazon. We will be ordering from TikTok shop and ebay from now on. TikTok shop usually has better prices and neither one of them have ever been rude like this to me before and never have i ever had something delivered to me ripped up and i get blamed basically for it and get told I'm basically screwed on getting my money back for a month and a half. I have only had one package come messed up from another place and i contacted customer support and they gave me a choice of getting refunded or i could have the same thing i ordered mailed out that day, to wait on my money for a month and a half is absolutely ridiculous and unacceptable especially when it's either Amazon's fault or the delivery company THEY USED to have my order delivered. I guess you guys at Amazon forget that us customers are the ones that keep you employed and for you to treat your customers that spend alot of money with you the way you treated me is beyond crazy. But hey losing around 10-15 prime customers in one day is no sweat for y'all even though one single person is the one that made these 10-15 prime customers leave. So, congrats Amazon keep it up and I'm sure you'll be losing alot more. Hope you enjoy this terrible review on every platform i find showing everyone how you treat people.",2024,05,May,2024,1.0,1.0,low
1402,GB,Absolutely disgusting customer service,"Absolutely disgusting customer service. Not only take 96.55 payment for a 37.98 item they then charged for delivery for an item which never arrived. When called they hang up. Appalling behaviour especially as we pay there wages, axxholes ",2024,05,May,2024,4.0,1.0,low
1403,CA,ZERO CUSTOMER SERVICE! ZERO RESPECT & APPRECIATION FROM AMAZON!!  ,"I decided to share my experience in dealing with Amazon, especially it’s negative flows. 1. There is no transparency from some vendors, especially from China, about return policy and shipping. I had to deal a few times with situations when the company claims their merchandise is refundable, but in fact they want you to pay for the return out of your own pocket! This is SCAM!! 2. Encountered problems with ordering dog’s treats and supplements. Dog treats were extremely dry and old! The supplements came EXPIRED and total ignore from the company to my complains and no refund!! 😡😡 “No refund on pets supplements “ message was only was provided when I tried to return it. THIS IS ALSO SCAM!!! 😡😡3. Like probably for many other people, I find that some prices are much higher than in stores for identical products! 4. I’m sick and tired to see unreasonably high “delivery” fees added to the price tag! This is again especially true for the Chinese vendors. 5. I find it that delivery home, here in Toronto, is disgusting!! Our camera captured a few time like delivery men toss the packages to the ground instead of carefully placing it. Noteworthy to mention how they take the pictures when they leave the package near your door. Once they sent my son a picture of a completely wrong package with a computer keyboard. The picture captured square type of box, where the keyboard no way could have even fit it. The actual package has NEVER arrived!! Once in Toronto a delivery man text me that he couldn’t find my address (😱🙄) and gave me only 5 min to respond back. They obviously don’t think and don’t care, that a person may not see a text within 5 min or be unavailable. I got a feeling he even didn’t try to delivered as it was a day after some minor snowfall! For delivery they ask for any “special instructions”; mine was “please ALWAYS ring the bell!” No, they don’t bother and don’t care that thefts are not only possible, but are very common now! 6. The worse thing of all, that if you encounter any problem, there is no one to contact to resolve an issue immediately or even EVER!! This company obviously DOES NOT CARE about customers satisfaction!!! They are blinded by all the money they get from us, yet treat people without any due respect!! 7. Amazon encounters very serious PROBLEMS SECURING CUSTOMERS’ PERSONAL INFORMATION and this is a NO-NO!! 😡😡🙏I AM EXTREMELY DISAPPOINTED with many business and customer service aspects of this company and will STOP or drastically REDUCE my dealing to the necessary minimum! I will support a small, hard-working guy, who appreciates my business!! ",2024,05,May,2024,7.0,1.0,low
1404,ID,my account is not accesable,"my account is not accesable, customer service can not or will not help.It is impossible to get in contact or to get acces to my account. Horrible company!!!!!!!!!!!!!!",2024,05,May,2024,5.0,1.0,low
1405,GB,Don't use,"I was notified that a parcel had been handed to the resident ! That's me and it wasn't then, another notification that said left in safe place . No it wasn't !When I tried to complain the "" customer service "" had me going round and round for 15 mins before I gave up.Next morning I found the parcel on the drive , full view of the road , but not the house, thrown on the grass over the gate . It was soaked .Amazon spend money on radio adverts about how good they are for young people , perhaps they should concentrate on customers first !!",2024,05,May,2024,59.0,1.0,low
1406,US,They have been giving a good services,They have been giving a good services ,2024,05,May,2024,2.0,5.0,high
1407,US,Worse each and every day.,I order an item for about $150 and they sent something completely different that weighs one quarter of the item I ordered. Not sure how they don't catch that on the belt when the items are moving out of the warehouse. Customer service starts a chat that I requested and then suddenly the chat has ended. I started a new chat and ask to speak to the supervisor. No surprise that that chat suddenly ends as well. They now won't sell me the item at the price I have already paid. But I can buy the item for about $75 more according to Amazon. Plus I get to spend time and energy returning the item that they mistakenly sent.,2024,05,May,2024,1.0,1.0,low
1408,GB,Hyundai 1700w Pressure Washer After-Sales…,"The Hyundai 1700w Pressure Washer I bought from Amazon failed to switch on just one year after purchase and just a few weeks after last using it.It came with a generous 3 yr Warranty (no need to register, just proof of purchase)So i emailed the Genpower Group Customer Services with a copy of my Amazon order and after a few cursory questions, they offered a replacement without needing it returnedWhen I queried a delay in confirming dispatch, they apologised that this model was currently Out of Stock in their warehouse.So I asked them for a refund instead which they apologised could only be given by Amazon.I was in the middle of a ‘Chat’ conversation with Amazon who indicated that in the circumstances, they would give me a refund when Genpower rang back, offering me an upgraded (1900w) replacement.They dispatched it next day with a one day delivery and as you would expect I was delighted with the improved features and xtra power which helped recover the delay in being able to use  a pressure washerSo apart from the premature failure of the original 1700w product, I have nothing but thanks and praise for the manner in which both Hyundai (Genpower) and Amazon have handled my disappointment Hence a 5 Star review to both of them",2024,05,May,2024,29.0,5.0,high
1409,BE,Beware!!! Amazon.nl sell the products used like new,"Beware!!! Amazon.nl sell the products used like new, with defects that cannot be used, good for the trash! So, avoid to buy on this website . The favor received: to keep the trash(is not necessary to send it back) Shame on you !!! It's nothing professional here. Is better to buy on amazon.de, another team and 5 star customer service. NEVER AGAIN Amazon.nl !",2024,05,May,2024,18.0,1.0,low
1410,US,Failed bait and switch type company ,Will not order from them again and I will and have started a civil suit against them for Failure To Deliver as promised as expected reasonably upon purchasing. I find them a disgusting disgraceful company that should be out of business for bad business practices. ,2024,05,May,2024,18.0,1.0,low
1411,GB,No customer service ,Did  a subject access request on 17/04/24 and Amazon ignored it Chased it up 17/05/24 told would get call back did not happen chased it 5 times more each time told will get call back after been transferred from pillar to post Still waiting for information requested and call back ,2024,05,May,2024,13.0,1.0,low
1412,GB,My parcel was left outside the main…,"My parcel was left outside the main multi occupancy building again because they couldn't be bothered to bring it to my own personal front door. I have ostio arthritis in both knees and hips. I live at the end of a corridor. It is quicker for a fit person to delivery to my door than for me to go all the way along a corridor and down into the lift to the ground floor and having to bend to retrieve my parcel from outside the main door where anyone can take it. We have a small carpark outside and although private we do have people who are not a resident come and use it. The parcel could be taken by anyone.I have paid for delivery to my door. It has not been. They either don't know how to use the panel to gain access or they can't be bothered. Therefore I should not be charged delivery. I am thinking to cancel my account because of this. All I ask is that if I am paying for delivery, please deliver to my own personal door and not outside a multi occupancy building.",2024,05,May,2024,8.0,1.0,low
1413,US,Amazon needs to change its management…,"Amazon needs to change its management team. They failed to provide 2-day delivery and keep the money until you call for a refund. The customer service DOES NOT pick up the phone, and you get transferred multiple times by automatic voice. It seems AMAZON DOES ALL DO NOT ASSIST its customers. The representatives argue with you and refuse to call the supervisor. The delivery service is not working because Amazon and the delivery career don't have proper communication. ",2024,05,May,2024,6.0,1.0,low
1414,US,HORRIBLE BUSINESS PRACTICES,HORRIBLE BUSINESS PRACTICES. CAN'T EVER REACH ANYONE. THEY DECIDE IF YOUR REVIEWS ARE WORTHY. HAVE TO WAIT OVER 2 WEEKS TO GET REFUNDS. I'M DONE WITH AMAZON. MAKING THE RICH GUY RICHER.,2024,05,May,2024,2.0,1.0,low
1415,GB,BUYER BEWARE AMAZON STUFF,"Be very careful ordering things from unknown suppliers. I ordered golf shoe studs from a company called “qqplus”. They broke off in my shoes and the shoes are no longer useable. The shoes were £140 Footjoy’s. I complained to Amazon, they said they were going to look into it but I have heard nothing.",2024,05,April,2024,5.0,1.0,low
1416,US,Amazon was supposed to deliver a…,"Amazon was supposed to deliver a package I desperately needed today. I received a notification at 4:29 PM that they just tried to deliver but our business was closed. I immediately called customer support to say we were open and no one had tried to deliver anything. The agent said they would take care of it and we would have the package by 7 PM. I wait at my office until 7 PM and no one shows. I call again and am told it was never out for delivery to begin with. As you can imagine I was furious and they told me they would escalate it to the logistics department and someone would contact me shortly. I get an email from the logistics department 30 minutes later and you guessed it, they said it was marked as tried to deliver at 4:29 and no one was there. ",2024,05,May,2024,1.0,1.0,low
1417,US,An incredible store!,Amazon is one of my favorite places to shop! To me it is better than both Target and Walmart! The delivery is great and I've never had a problem! I would recommend.,2024,05,May,2024,1.0,5.0,high
1418,US,Just terrible,"Just terrible, they never seem to know how to fix the issue. I am having trouble with a $15 amazon gift card, which I redeemed and isn't showing up in my account. I call them and they tell me they see it on their system, but all I see is 0 balance. Pathetic. This has been a waste of time for the past three days.",2024,05,May,2024,1.0,1.0,low
1419,US,WHERE IS MY STUFF,"I ordered some merchandise on 5-12-2024 I have yet to recieve it. I contacted the seller, no response yet. Amazon did not use to take your money until the item shipped. Why? becuase you could cancel at anytime as long as it had not shipped. So they are allowing these 3rd party sellers to take your money on the spot. My merchandise is somewhere in Queens New York as of this morning. SMH. Amazon use to have the best customer service. A bunch of money hungry losers now.",2024,05,May,2024,1.0,1.0,low
1420,NL,Courier was absolutely useless,"Courier was absolutely useless. Looked at an adjecent address, didn't bother to check if that was the right address and just drove off with the package without delivering it.Customer service did not help much either. Didn't understand the difference between two numbers which were pretty distinct, and delivering it to [3 Whitehall Lane] was not the same as delivering it to [4 Whitehall Lane].Amazon certainly won't be getting any of my business for the foreseeable future.",2024,05,May,2024,1.0,1.0,low
1421,CA,Very poor service when it comes to…,Very poor service when it comes to items that show up broken or lost in the mail.. I closed my account because on how they were treating me. I'll never deal with amazon again. ,2024,05,May,2024,3.0,1.0,low
1422,US,Amazon and its non-transparent method for paying for Prime Membership,Amazon and its method for paying for Prime has to stop. Annually I pay for Prime and it's always a problem. They just debit one of my cards normally without notice. This year they charged my Capital One Visa and it was declined because it was deemed a suspicious charge and then they did the same thing to my BOA debit card and the same problem happened as now I am waiting for 2 new cards because of how Amazon charges my annual renewal. You would think like anything else they could send you a bill and you could pay it that way but know it's done in a totally non-transparent way and ends up screwing up my cards. I cant be the only person this happens to and I know I am not because when I called security at Capital One I asked the person there and she told me this happens constantly with Amazon.,2024,05,May,2024,23.0,1.0,low
1423,US,Amazon shipped order by UPSPOST and the…,"Amazon shipped order by UPSPOST and the emailed me to say delivery failed. Why did it fail. Because this delivery method has UPS leave the package at the Post Office after the mail carrier has already left. Amazon “customer service” says they did this because the system said to. This order is a recurring order and Amazon has not used this shipping method in the past. Interestingly enough, the UPS truck drove by my house twice after the delivery “failed.” Amazon has grown far too big - the customer is no longer first.",2024,05,May,2024,1.0,1.0,low
1424,GB,Usually use Amazon instead of an other…,"Usually use Amazon instead of an other company but when I bought my latest item (Apple Watch series 9) the item wasn’t in the box so when I called I was told I would have a refund straight away but was then stopped by a specialist team and emails, when discussing this with customer services they then sent and email to them on the information of what has happened to then be declined again so on the third attempt to contact customer services I spoke to a manager and was informed they couldn’t do nothing, so I asked for a contact number to speak to them and in the mean time I also sent an email to the specialist team about proof of weights leaving the depo ect to prove the items was in the box when leaving and have had nothing back, very tempted to speak to  legal advise on this and see where I stand to get my money back from them. I will never order from Amazon again in the future ",2024,05,May,2024,5.0,1.0,low
1425,CA,Truth about Amazon practices are not allowed in product reviews..,"Just like others, we traditionally have great experiences ordering from Amazon; however, when we wrote a review about their sales/shipping practices, Amazon refused to post it, citing ""doesn't meet community guidelines."" The only part of the review Amazon could be referring to, is that we indicated that Amazon permits sellers to charge shipping fees for a product that Amazon warehouses ship for free - let me clarify that. If the seller has product in stock, ""they"" ship it and charge a delivery fee. If they do not have it in stock, but Amazon has it in their warehouse, Amazon ships it directly, with no delivery fee added. Yeah, that sounds totally backwards, but that was the information we received from Amazon Customer Service. We stated in our review that this is not a ""customer first"" approach, because Amazon does not clearly notify the buyer about this practice. I guess Amazon does not like ""truths"" being posted within reviews on their own website. Amazon used to be the best ""big business"" company for customer service, but they have slowly and steadily become a ""money first"" entity. Need more proof? Enjoy the ads through Prime Video.",2024,05,May,2024,2.0,2.0,low
1426,GB,Amazon's Deceit,I ordered a phone from Amazon.It was delivered and signed for in my mailroom. I DO NOT HAVE A MAILROOM.So who signed for it?Re:    204-5314603-2510726,2024,05,May,2024,4.0,1.0,low
1427,US,Waste of Time ,Most of the time I no problem with ordering from Amazon.  But I have noticed that if you do not write a favorable review when you are requested to write a review they will come back and say they cannot use it for some reason or another.  How is this honest reviews if you are going to cherry pick which ones you are going to use?  That is not a honest review of the product or how it was delivered.,2024,05,May,2024,3.0,2.0,low
1428,US,Poor customer service,"I was charged for a product that I did not receive.  The product I received had been tampered with and I was reassured at least three times by customer service that I did not need to return what was left of the order and that I would not be charged for the replacement. I was sent a replacement and my credit card was charged after spending hours on the phone with customer service. As far as I can tell, they are absolutely useless.",2024,05,February,2024,4.0,1.0,low
1429,US,Unbelievable,Amazon is A NIGHTMAREI ordered items the beginning of May and still have not received them and Amazon DOES NOT WANT TO REFUND MY MONEY ALTHOUGH USPS HAS FONE AN INVESTIGATION AND CONFIRMED THAT THE ORDER WAS DELIVERED TO THE WRONG ADDRESS.  I HAD TO GET THE POLICE INVOLVED AND THE SUPERVISOR LIED TO THE POLICE....THE POLICE TOLD ME AND WAS ANGRY.   CUSTOMER SERVICE ESCALATION TEAM CONTINUED TO CUT ME OFF WHILE SPEAKING....REFUSED TO REFIND ME....PUT ME ON HOLD AND WOULD NOT COME BANK....HANG UP ON ME...EVERYTHING THEY COULD DO....AMAZON DIDTHEY ALSO TOLD ME THAT THEY ARE LOSING A LOT OF MONEY BECAUSE OF PACKAGES NOT BEING DELIVERED....WOW...IS THAT MY FAULT?  I HAVE TO GO TO AN ATTORNEYS OFFICE TODAY TO FILE IN COURT TO GET MY MONEY BACK.   I HAVE CANCELED MY PRIME MEMBERSHIP....DELETED MY APP....AND WILL NEVER.....I MEAN NEVER SHOP WITH AMAZON AGAIN.  BE CAREFUL OF SHOPPING WITH AMAZON...THEY ARE RUDE AND DISRESPECTFUL.....LAUGH IN UR FACE WHEN U WANT A REFUND.BE VERY VERY CAREFUL,2024,05,May,2024,1.0,1.0,low
1430,GB,Amazon deleted my account,"Amazon deleted my account because I followed up on an email they sent me saying that the children’s sambucol I purchased was recalled and now banned in the EU and to discard, it stated they would refund within 1-3 days. I spoke to someone on chat last night to ask where my refund was and a few hours later my full account was deleted with some excuse that I’ve breached terms and conditions. Tried to call them and didn’t get anywhere and had no response or refund from them either.",2024,05,May,2024,9.0,1.0,low
1431,AU,I wish a one star was possible,"I wish a one star was possible. This is the third time amazon has taken unauthorised money from my account, and then said it does not show up in their system. I have emailed, after emailed, and the service is absolute trash, especially for stealing my money. What is this? A company? Or one for money laundering?Do your job. Don't steal money.",2024,05,May,2024,3.0,1.0,low
1432,US,Dishonest company,"Dishonest company.  I have made several attempts to get help with my problem but no customer support people have been able to resolve it.  I have tried numerous times.  The last customer rep I talked with was Dewong today between 5 and 6 MST. Below is my issue:Amazon has been double charging or in some cases charging up to four times the amount of my EBT orders. I found this out when I was on vacation two weeks ago. I have checked all my expenditures in my food stamp account for at least a year. This has happened probably 30 to 50 times charging me anywhere from 2-4 times the same amount in my EBT account, usually on the same day but at different times. I have tried to resolve these overcharges with customer service but to no avail. There may be a government website that I can contact because of fraudulent charges on my EBT card. I have proof of all these transactions.  Amazon does not let you file an online review of their company on their website.  They will take reviews of any of the products you purchased, but nowhere does it let you make any comments about their company.Amazon truly doesn't seem to care about its customers.  It is ridiculous they are trying to rob the EBT customers, EBT customers are the ones who are already in dire straights financially.I will be glad to update this issue if it gets resolved.  Perhaps it is a glitch in their system, but this should not be happening and needs to be addressed.  I would love to hear from other customers who have had this problem.  Still looking for a resolution.I just reviewed many of the other complaints of other users, I understand their complaints, I have had many of the same issues that they are talking about, like customer reps lying to them, it not being easy to contact them, I am not their customer, delivering to the incorrect address, etc., I have heard it all from their customer service if you can get hold of them.",2024,05,May,2024,3.0,1.0,low
1434,IT,Yeah,"Yeah. Not the same anymore. For no reason I have gotten blocked while I was in point to receive a refund, and two orders. I can’t access anymore and I have lost all the money. Plus, it seems recently they removed the possibility to call to get assistance and the only way to contact them is entering in my account and chat with them. But, wait, If I am blocked out, how can I access to get in contact with them to explain that I can’t get in? 😵‍💫",2024,05,May,2024,7.0,1.0,low
1435,US,Amazon Excellence,Amazon is a worthy competitor to Walmart. The vast variety of choices coupled with excellent customer service makes Amazon one of my two choices for just about everything I need. ,2024,05,May,2024,6.0,5.0,high
1436,GB,I would give less than one star if I…,I would give less than one star if I could. Saw delivery man out of my window I live in a first floor flat. He rang my entrance phone and I let him in. No parcel left may have been left in main hall but nothing there when I went down. NOTE TO MYSELF NEVER NEVER ORDER FROM AMAZON AGAIN I'm disabled and can't run around looking for parcels supposedly dumped somewhere!!,2024,05,May,2024,159.0,1.0,low
1437,GB,Delivery Problems - Apparently Unresolvable,"I recently ordered several items from Amazon, to be delivered by Evri.  The items were due to be delivered a few days ago, then I got a message from Evri saying that they tried to deliver but couldn't because access to our house was blocked.  This was untrue.  I was at home all day and no delivery van appeared, and the access to our house is always clear.  I looked on my Amazon order page, and it advised me to contact Evri.  I really tried to do this.  There is no option on Evri's site to speak to a human being, so I left a message on their chatbot explaining the problem.  They didn't reply, but instead left me a message saying they had tried to deliver again and still couldn't.  This is nonsense.  Whoever they are trying to deliver to, it's not to our address.  On my Amazon account it now says that Evri have paused the delivery until I contact them with more information.  What information?! And how am I supposed to do this, when they won't talk to me?!!Instead I contacted Amazon customer service and asked for a refund for the items.  The agent told me that they couldn't request a refund until the following day, so he would phone me back today.  Today he sent me an email saying he can't get through on my number, I don't know why, and that I need to call Amazon back.  I did this, and the line was so bad I could barely hear the lady I was trying to explain the problem to.  She said she would process a refund.  Later I looked at my Amazon account to check the status of the items, and there was no change, so I phoned back to check that the refund had been requested.  I was told that it hadn't, and that it will be done now and will be in my bank account next week. After all the problems, I have little faith that it will happen.  I have wasted hours trying to resolve this and I am at my wit's end.  It is absurd and not good enough.  I buy a lot from Amazon, but this has put me off and from now on I will shop locally whenever possible.",2024,05,May,2024,9.0,1.0,low
1438,US,The order I placed never arrived,The order I placed never arrived and requesting a refund on Amazon is the most frustrating experience ever. I will place all of my orders elsewhere from now on,2024,05,May,2024,3.0,1.0,low
1439,US,Horrible customer service,"Horrible customer service.  Like all big corporations there call center is outside of the US. They pay these people penny's on the US dollar.  They are untrained and lack knowledge of US laws.  Amazon has more scammers and fake product than I can count. They have a 30day return policy on your money, why to collect interest .I cancel a order before it ship but they still charge my credit card.  Customer service will flat out lied to you. The bigger they get the worse they get. Even walmart is 10× better. ",2024,05,May,2024,3.0,1.0,low
1440,GB,Quick delivery and always collect from a pick up point with no problem ,I cannot understand the negative reviews because I have ordered lots of items with free delivery and collect from a pick up point . Always delivered before the date stated . Never had a problem ,2024,05,May,2024,27.0,5.0,high
1441,IL,"Once great, now awful.","for a long time I was really impressed by Amazon customer service. Then it became not so good. Now they are terrible.They have an awful carrier to my area. The carrier messes almost all my orders. In the beginning they immediately gave me a refund. Then it took some insisting by my side.  Now they are doing every trick in the book to delay the refund.I guess Amazon began to implement strict metric to the customer service employees. Suddenly they are delaying refunds, refuse to transfer me to a manager, lie about imaginary refunds that I should get, disconnect chats etc.I tried to find any method to complain about the customer service but couldn't find anything but the customer service itself.",2024,05,May,2024,4.0,1.0,low
1442,US,I ordered an e gift card...it was never sent,I ordered an e gift card. It was never sent. I have spent hours on the phone and chat without being able to get a refund. What the hell happened to amazon customer service? They used to be good. ,2024,05,May,2024,5.0,1.0,low
1443,GB,Clever but don't under estimate !!,"Recently Amazon Prime have added advertisements that they claim to be limited but they're far from limited !! I cancelled Prime because of this but the Company is now so huge, they don't reply when you make a complaint. As a former employee of Amazon in the US (SDF9) I'm not happy. Amazon has put the customer first right from the start and this is the first time I've ever seen greed in a Company that really has never come over as being this way. As a result I'm currently in the process of creating media streams giving an accurate time frame of how this Company has changed, over the years and particularly more recently.",2024,05,March,2024,3.0,1.0,low
1445,US,Terrible Customer Experience ,"Impossible to get beyond the 'chat' and just talk with a real person and all the ""Help"" Topics are usually not the answer to the question. IT IS INCREDIBLY FRUSTRATING EACH AND EVERY TIME. Real people with real answers that you could talk with would be an amazing improvement. ",2024,05,May,2024,4.0,1.0,low
1446,US,I give Amazon five stars most of the…,"I give Amazon five stars most of the time but when I say spend $25 and get your items today and they don’t do it did they lied. So if you see this ad when you’re shopping, don’t spend any more money you’re not gonna get your stuff any quicker.",2024,05,May,2024,1.0,1.0,low
1447,US,AMAZON.COM - HORRIBLE WEBSITE,"AMAZON.COM HORRIBLE WEBSITE, IT IS NOT WHAT IT USED TO BE, IT IS NOW A RIPP-OFF. I ORDERED 2 OF 3 COINS TIED WITH A RIBBON; I WAS SENT ITEMS THAT WERE MISSING TWO COINS AND I SHOULD HAVE READ THE REVIEWS BEFORE BUYING THE ITEMS. CLEARLY THIS WAS DONE TO THE LAST TEN BUYERS. AND OF COURSE THEY WANT ME TO RETURN THE TWO BUNDLED COINS BEFORE THEY SEND A REPLACEMENT. I SHOULD'NT HAVE TO SEND THE ITEM BACK, THEY SHOULD JUST HAVE THE SELLER SEND ANOTHER BUNDLE OF TWO WHICH WILL REPLACE THE MISSING COINS. SO, CUSTOMER SERVICE DOES NOT EXIST WITH THIS WEBSITE. ORDERING FROM THE AMAZON.COM WEBSITE IS PAIN AND A RIPP-OFF SITE. I THOUGHT IT WOULD BE SAFE SINCE IT WAS BEING SHIPPED BY AMAZON BUT CLEARLY, THEY DO NOT CHECK THE ORDER AGAINST WHAT IS BEING SHIPPED. NO MORE SHOPPING ON AMAZON.COM FOR ME. 5/26/24: UPDATE DID NOT GET THE REPLACEMENT ORDER CORRECT EITHER, AGAIN SENT TWO COINS WITH THE RED RIBBON, NOT THREE. WHAT LOSERS!",2024,05,May,2024,20.0,1.0,low
